date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:17	52/52	---M--	200	added ('OK')	text/plain	date:Mon,%2006%20Dec%202010%2018:20:14%20GMT	http://sites.google.com/robots.txt		(from )
16:20:20	19420/19420	---MC-	200	added ('OK')	text/html	etag:%221291558349242|#public|pt_PT|||0%22	http://sites.google.com/site/comissaoeleitoralceue/	D:/site/CE2010/sites.google.com/site/comissaoeleitoralceue/index.html	(from )
16:20:20	3147/3147	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202010%2023:48:54%20GMT	http://www.gstatic.com/sites/p/4609d5/system/app/images/apple-touch-icon.png	D:/site/CE2010/www.gstatic.com/sites/p/4609d5/system/app/images/apple-touch-icon.png	(from )
16:20:21	7891/7891	---MC-	200	added ('OK')	text/css	date:Wed,%2001%20Dec%202010%2023:48:54%20GMT	http://www.gstatic.com/sites/p/4609d5/system/app/css/trogedit.css	D:/site/CE2010/www.gstatic.com/sites/p/4609d5/system/app/css/trogedit.css	(from )
16:20:22	12836/12836	---MC-	200	added ('OK')	text/css	date:Mon,%2006%20Dec%202010%2018:20:19%20GMT	http://sites.google.com/site/comissaoeleitoralceue/_/rsrc/1291063356000/system/app/css/editor.css	D:/site/CE2010/sites.google.com/site/comissaoeleitoralceue/_/rsrc/1291063356000/system/app/css/editor.css	(from )
16:20:22	43/43	---M--	200	added ('OK')	image/gif	date:Wed,%2001%20Dec%202010%2023:48:54%20GMT	http://www.gstatic.com/sites/p/4609d5/system/app/images/cleardot.gif	D:/site/CE2010/www.gstatic.com/sites/p/4609d5/system/app/images/cleardot.gif	(from )
16:20:25	20562/20562	---MC-	200	added ('OK')	text/html	etag:%221291558349242|#public|pt_PT|||0%22	http://sites.google.com/site/comissaoeleitoralceue/atas	D:/site/CE2010/sites.google.com/site/comissaoeleitoralceue/atas.html	(from )
16:20:25	25622/25622	---MC-	200	added ('OK')	text/html	etag:%221291558349242|#public|pt_PT|||0%22	http://sites.google.com/site/comissaoeleitoralceue/o-que-e-o-ceue	D:/site/CE2010/sites.google.com/site/comissaoeleitoralceue/o-que-e-o-ceue.html	(from )
16:20:27	20082/20082	---MC-	200	added ('OK')	text/html	etag:%221291558349242|#public|pt_PT|||0%22	http://sites.google.com/site/comissaoeleitoralceue/representantes-de-curso	D:/site/CE2010/sites.google.com/site/comissaoeleitoralceue/representantes-de-curso.html	(from )
16:20:27	84940/84940	---MC-	200	added ('OK')	text/css	date:Wed,%2001%20Dec%202010%2023:48:54%20GMT	http://www.gstatic.com/sites/p/4609d5/system/app/themes/iceberg/standard-css-iceberg-ltr-ltr.css	D:/site/CE2010/www.gstatic.com/sites/p/4609d5/system/app/themes/iceberg/standard-css-iceberg-ltr-ltr.css	(from )
